X1,occurrenceID,rightsHolder,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordedBy,Source,Date,yearMeasurement,Sex,lifeStage,Department,Municipality,ParamoComplex,Locality,Elevation,decimalLatitude,decimalLongitude,Order,Family,Species,Weight,totalCulmen,exposedCulmen,billDepth,billWidth,gape,wingArea,wingLength,distPrimarySecondary,tailLength,tailShape,Tarsus,Hallux,halluxClaw,Wingspan,Weight_Dunning2008
2875,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5007,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5007,Sofia Alejandra Tello Fernandez,Field,10-May-14,2014,Undetermined,Adult,Caldas,Manizales,Complejo de Paramos Los Nevados (NVS),"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",3629,5.069175,-75.377531,Passeriformes,Thraupidae,Thlypopsis superciliaris,16.5,12.05,9.5,4.42,NA,7.2,307.98,74,NA,62.8,NA,22,12.3,NA,NA,NA
2876,IAvH:SSEYC:PERIJA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_046:0008,PROSIERRA,Human observation,IAvH,IAvH,IAvH:SSEYC:PERIJA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_046:0008,Francisco Pantaleon Troncoso,Field,16-Apr-15,2015,Male,Adult,Cesar,Agustin Codazzi,Complejo de Paramos Perija (PRJ),Cesar: Agustin Codazzi: Vda. La Frontera,2600,10.015333,-72.985386,Passeriformes,Thraupidae,Thraupis cyanocephala,30,15,12.5,7.5,7,10,4525,84,60,65,0,22.5,15,NA,NA,36
2877,IAvH:SSEYC:PERIJA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_046:0005,PROSIERRA,Human observation,IAvH,IAvH,IAvH:SSEYC:PERIJA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_046:0005,Francisco Pantaleon Troncoso,Field,16-Apr-15,2015,Female,Adult,Cesar,Agustin Codazzi,Complejo de Paramos Perija (PRJ),Cesar: Agustin Codazzi: Vda. La Frontera,2600,10.016394,-72.986244,Passeriformes,Thraupidae,Thraupis cyanocephala,30,13.2,13,10,10,8,5070,87,60,68,0,29,15,NA,NA,36
2878,IAvH:SSEYC:PERIJA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_046:0034,PROSIERRA,Human observation,IAvH,IAvH,IAvH:SSEYC:PERIJA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_046:0034,Francisco Pantaleon Troncoso,Field,6-Aug-15,2015,Female,Adult,Guajira,La Jagua del Pilar,Complejo de Paramos Perija (PRJ),Guajira: La Jagua del Pilar: Sitio Cerro Pintao,2800,10.374242,-72.923619,Passeriformes,Thraupidae,Tiaris obscurus,34,15.2,13.4,7.1,6.3,10.5,2605,64.7,62.5,74,0,29.4,13.4,NA,NA,11.2
2879,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1451,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1451,Wilmer Antonio Cardona Ocampo,Field,17-Feb-15,2015,Undetermined,Adult,Tolima,Rioblanco,Complejo de Paramos Las Hermosas (HMS),"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",3520,3.315944,-75.998028,Passeriformes,Thraupidae,Urothraupis stolzmanni,22.95,19.22,10.64,5.88,5.53,11.54,NA,83,9.19,80,51.57,28.15,17.52,NA,NA,23.1
2880,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0508,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0508,"Jean W. Parra, Antonio Cardona",Field,21-Mar-14,2014,Not registered,Immature,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3470,4.6179500000000004,-75.4209,Passeriformes,Thraupidae,Urothraupis stolzmanni,22.96,16.79,10.91,5.14,NA,NA,62,88,60,68,37.94,NA,NA,NA,NA,23.1
2881,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0507,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0507,"Jean W. Parra, Antonio Cardona",Field,21-Mar-14,2014,Not registered,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3470,4.6179500000000004,-75.4209,Passeriformes,Thraupidae,Urothraupis stolzmanni,NA,12.87,10.8,5.63,4.01,NA,72,85,69,84,75,29.49,15.19,NA,NA,23.1
2882,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5425,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5425,Alejandra Hurtado Giraldo,Field,6-May-14,2014,Undetermined,Not registered,Risaralda,Santa Rosa de Cabal,Complejo de Paramos Los Nevados (NVS),"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",3691,4.824056,-75.485642,Passeriformes,Thraupidae,Urothraupis stolzmanni,21,15.3,10.1,4.5,NA,9.1,NA,NA,8.2,76,12.1,25.6,13.8,NA,NA,23.1
2883,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN047:0818,UDEA,Preserved specimen,UDEA,MUA,En proceso de catalogacion,Paola Montoya Valencia,Field,1-Jul-14,2014,Male,Immature,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",2893,5.771111,-75.236722,Passeriformes,Tityridae,Pachyramphus versicolor,15.44,12.26,10.68,4.6,3,7.57,NA,64.5,13.79,45.14,NA,17.22,13.95,NA,NA,15.5
2884,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1435,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1435,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,28-Mar-15,2015,Male,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Puerres, Vda. El Rosal",3356,0.843194,-77.396722,Passeriformes,Trochilidae,Colibri coruscans,8.5,29.1,23.9,2.4,2.9,5.5,202.48,87,60,54,8,4.4,6.6,NA,NA,6.7
2885,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1146,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1146,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Apr-15,2015,Undetermined,Not registered,Narino,Gualmatan,Complejo de Paramos Chiles-Cumbal (CHC),"Narino: Gualmatan: Cuatis , Vda. Los Cedros",3406,0.956444,-77.578167,Passeriformes,Trochilidae,Eriocnemis mosquera,6.5,19.8,18.5,NA,2.2,3.8,162.55,NA,40,52,20,3.1,NA,NA,NA,5.3
2886,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0682,IAVH,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0682,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,19-Mar-15,2015,Male,Adult,Boyaca,Mongua,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca: Mongua: Vda. Sirguaza,3378,5.750806,-72.717917,Passeriformes,Trochilidae,Metallura tyrianthina,4,14,10,1.4,2.1,4,898.67,57.9,36.9,43.2,29.8,6,4.3,NA,NA,3.8
2887,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2014_IN056:0545,F. Mellizas,Preserved specimen,IAvH,IAvH,Temp-AAH348,"Jean W. Parra, Antonio Cardona",Field,18-Mar-14,2014,Not registered,Not registered,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3230,4.618464,-75.429328,Passeriformes,Troglodytidae,Cinnycerthia olivascens,31.3,19.13,NA,4.77,NA,NA,70,81,NA,74,NA,25,NA,NA,NA,24.45
2888,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0728,UDEA,Human observation,IAvH,IAvH,NA,Andrea Lopera Salazar,Field,13-Jul-14,2014,Undetermined,Adult,Antioquia,Urrao,Complejo de Paramos Frontino-Urrao (FRU),"Antioquia: Urrao: Vda. San Ruperto, Paramo La Horqueta",3382,6.567333,-76.128778,Passeriformes,Troglodytidae,Cinnycerthia olivascens,28.95,20.95,16.02,5.47,5.29,9.8,NA,69.63,12.42,67.07,16.38,27.96,15.84,NA,NA,24.45
2889,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0729,UDEA,Human observation,IAvH,IAvH,NA,Laura Franco Espinosa,Field,13-Jul-14,2014,Undetermined,Adult,Antioquia,Urrao,Complejo de Paramos Frontino-Urrao (FRU),"Antioquia: Urrao: Vda. San Ruperto, Paramo La Horqueta",3382,6.567333,-76.128778,Passeriformes,Troglodytidae,Cinnycerthia olivascens,35.2,20.64,14.82,5.44,5.16,9.58,NA,76.99,12.82,64.33,4.85,29.7,16.39,NA,NA,24.45
2890,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0701,UDEA,Human observation,IAvH,IAvH,NA,Sergio Chaparro-Herrera,Field,1-Apr-14,2014,Undetermined,Adult,Antioquia,Caicedo,Complejo de Paramos Frontino-Urrao (FRU),"Antioquia: Caicedo: Vda. Anocozca, Paramo El Junco",3374,6.507917,-76.05675,Passeriformes,Troglodytidae,Cinnycerthia olivascens,32,18.16,16.88,5.13,4.92,8.21,NA,76,11.53,65,15,27.09,18.58,NA,NA,24.45
2891,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0727,UDEA,Human observation,IAvH,IAvH,NA,Laura Franco Espinosa,Field,13-Jul-14,2014,Undetermined,Adult,Antioquia,Urrao,Complejo de Paramos Frontino-Urrao (FRU),"Antioquia: Urrao: Vda. San Ruperto, Paramo La Horqueta",3382,6.567333,-76.128778,Passeriformes,Troglodytidae,Cinnycerthia olivascens,33.4,20.36,14.89,5.69,5.25,9.17,NA,71.7,12.76,72.17,22.35,30.21,17.19,NA,NA,24.45
2892,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0913,ANDES,Human observation,IAvH,IAvH,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0913,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,15-Nov-14,2014,Undetermined,Not registered,Cundinamarca,Guasca,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guasca: Vda. Rincon del Oso, Fca. Suasie",3090,4.71725,-73.866167,Passeriformes,Troglodytidae,Cinnycerthia unirufa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,29.4
2893,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0962,ANDES,Human observation,IAvH,IAvH,Temp-ABM759,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Jan-15,2015,Undetermined,Not registered,Cundinamarca,Guasca,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina",3250,4.7605,-73.780722,Passeriformes,Troglodytidae,Cinnycerthia unirufa,30,18.42,14.7,5.8,4.89,9.16,NA,75,10.74,80.66,NA,28.96,18.71,NA,NA,29.4
2894,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0542,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0542,"Jean W. Parra, Antonio Cardona",Field,18-Mar-14,2014,Not registered,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3230,4.61885,-75.429633,Passeriformes,Troglodytidae,Cinnycerthia unirufa,30.3,19.24,13.96,5.24,4.21,NA,NA,NA,4,NA,NA,29.28,19.8,NA,NA,29.4
2895,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0541,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0541,"Jean W. Parra, Antonio Cardona",Field,18-Mar-14,2014,Not registered,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3230,4.61885,-75.429633,Passeriformes,Troglodytidae,Cinnycerthia unirufa,24.1,17.45,14.2,4.9,4.74,NA,NA,NA,4.05,68,NA,27.68,13.02,NA,NA,29.4
2896,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0539,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0539,"Jean W. Parra, Antonio Cardona",Field,18-Mar-14,2014,Not registered,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3230,4.618464,-75.429328,Passeriformes,Troglodytidae,Cinnycerthia unirufa,28.4,17.51,14.65,4.92,4.72,NA,NA,NA,3.12,70,NA,27.71,13.08,NA,NA,29.4
2897,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0524,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0524,"Jean W. Parra, Antonio Cardona",Field,25-Mar-14,2014,Not registered,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3390,4.618483,-75.423767,Passeriformes,Troglodytidae,Cinnycerthia unirufa,30.81,15.4,NA,4.5,4.03,NA,NA,69,3.21,71,NA,NA,19.88,NA,NA,29.4
2898,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0525,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0525,"Jean W. Parra, Antonio Cardona",Field,25-Mar-14,2014,Not registered,Immature,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3390,4.618483,-75.423767,Passeriformes,Troglodytidae,Cinnycerthia unirufa,28.76,17.53,13.4,5.37,4.36,NA,NA,69,3.22,62,NA,27.06,20.43,NA,NA,29.4
2899,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0742,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0742,"Jean W. Parra, Antonio Cardona",Field,20-Mar-14,2014,Male,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3210,4.445033,-75.583567,Passeriformes,Troglodytidae,Cinnycerthia unirufa,34.2,20.87,12.77,5.23,4.12,8.68,NA,79,6.25,81,NA,27.11,18.79,NA,NA,29.4
2900,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0791,UDEA,Human observation,IAvH,IAvH,NA,Ana Maria Gutierrez,Field,14-Apr-14,2014,Undetermined,Immature,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. San Francisco, Paramo Las Palomas",2867,5.727139,-75.257083,Passeriformes,Troglodytidae,Cinnycerthia unirufa,26,15.69,13.58,NA,NA,9.96,NA,71,0.81,64.09,NA,28.14,11.61,NA,NA,29.4
2901,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0799,UDEA,Human observation,IAvH,IAvH,NA,Jefry Betancur Ortiz,Field,16-Apr-14,2014,Undetermined,Immature,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. San Francisco, Paramo Las Palomas",2867,5.727139,-75.257083,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29,18.4,14.94,5.17,4.77,9.04,NA,72,7.9,74.59,NA,29.17,21.21,NA,NA,29.4
2902,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1483,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1483,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,18-Jul-15,2015,Undetermined,Immature,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: La Merced, Cerro Morasurco",3280,1.274972,-77.242117,Passeriformes,Troglodytidae,Cinnycerthia unirufa,33,17.9,14.5,5.1,NA,NA,382.91,70,27,68,22,33.4,17.7,NA,NA,29.4
2903,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1363,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1363,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,28,16.1,14.8,4.6,3.9,10.2,384.23,80,38,65,18.5,30.3,NA,NA,NA,29.4
2904,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1252,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1252,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Feb-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3271,1.119194,-77.218361,Passeriformes,Troglodytidae,Cinnycerthia unirufa,26,17.4,14.9,4.9,4.2,8.1,513.28,70,44,NA,NA,NA,15.7,NA,NA,29.4
2905,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1335,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1335,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,24,19,15.4,4.5,3.9,10.2,486.09,70,42,66,22,NA,18.2,NA,NA,29.4
2906,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1368,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1368,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,27,17.6,14.8,5.6,4.2,7.4,465.81,73,50,64,NA,32.6,20.3,NA,NA,29.4
2907,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1484,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1484,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,18-Jul-15,2015,Undetermined,Immature,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: La Merced, Cerro Morasurco",3280,1.274972,-77.242117,Passeriformes,Troglodytidae,Cinnycerthia unirufa,31,17.8,14,5.3,NA,NA,488.79,71,25,66,20,33.1,16,NA,NA,29.4
2908,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1334,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1334,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,24.5,16.3,14.1,4.5,4.2,8.2,466.56,69,43,64,27,30.9,17,NA,NA,29.4
2909,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1365,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1365,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,34.5,17.8,13.9,5.5,4.2,11,523.34,66,16,67,20,NA,15.6,NA,NA,29.4
2910,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1357,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1357,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29.5,19.2,14.9,4.9,5,11.9,437.98,72,56,72,22,29.8,22.2,NA,NA,29.4
2911,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1251,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1251,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Feb-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3271,1.119194,-77.218361,Passeriformes,Troglodytidae,Cinnycerthia unirufa,24,18.5,14.7,4.4,4.3,10,524.86,73,50,68,NA,NA,15.1,NA,NA,29.4
2912,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1328,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1328,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,28,20.3,14.4,5.2,4.6,12.6,487.78,65,44,63,20,27.5,18.2,NA,NA,29.4
